Plant_ID,Date,Humidity (%),TDS Value (ppm),pH Level,Growth Weeks,Growth Days,Temperature(C),Temperature (F),Humidity
28,9/15/2023,70,565,6.4,6,44,30.6,87.08,0.7
28,9/16/2023,74,418,6.5,6,45,31.5,88.7,0.74
29,08/03/2023,60,678,6.3,0,1,33.4,92.12,0.6
29,08/04/2023,58,566,6.3,0,2,33.5,92.3,0.58
29,08/05/2023,66,526,6.2,0,3,33.4,92.12,0.66
29,08/06/2023,71,707,6.6,1,4,33.4,92.12,0.71
29,08/07/2023,74,547,6.6,1,5,33.4,92.12,0.74
29,08/08/2023,63,703,6.2,1,6,32.3,90.14,0.63
29,08/09/2023,69,704,6.5,1,7,32.3,90.14,0.69
29,08/10/2023,67,597,6.4,1,8,22.7,72.86,0.67
29,08/11/2023,64,787,6.8,1,9,31.9,89.42,0.64
29,08/12/2023,50,542,6.6,1,10,30.2,86.36,0.5
29,8/13/2023,71,464,6.7,2,11,30.1,86.18,0.71
29,8/14/2023,58,789,6.8,2,12,30.1,86.18,0.58
29,8/15/2023,77,688,6.2,2,13,30.1,86.18,0.77
29,8/16/2023,64,706,6.2,2,14,29.8,85.64,0.64
29,8/17/2023,51,402,6.5,2,15,29.6,85.28,0.51
29,8/18/2023,66,547,6.2,2,16,30.9,87.62,0.66
29,8/19/2023,74,694,6.7,2,17,30.8,87.44,0.74
29,8/20/2023,75,478,6.5,3,18,30.9,87.62,0.75
29,8/21/2023,65,562,6.7,3,19,30.2,86.36,0.65
29,8/22/2023,51,548,6.3,3,20,30.5,86.9,0.51
29,8/23/2023,59,479,6.3,3,21,30.8,87.44,0.59
29,8/24/2023,66,405,6.2,3,22,31.3,88.34,0.66
29,8/25/2023,79,757,6.5,3,23,31.4,88.52,0.79
29,8/26/2023,76,472,6.2,3,24,31.4,88.52,0.76
29,8/27/2023,79,414,6.3,4,25,30.1,86.18,0.79
29,8/28/2023,59,795,6.3,4,26,29.4,84.92,0.59
29,8/29/2023,70,641,6.3,4,27,28.7,83.66,0.7
29,8/30/2023,53,414,6,4,28,29.1,84.38,0.53
29,8/31/2023,67,653,6.6,4,29,29.2,84.56,0.67
29,09/01/2023,56,626,6.6,4,30,31.7,89.06,0.56
29,09/02/2023,70,424,6.3,4,31,31.7,89.06,0.7
29,09/03/2023,79,507,6.7,5,32,31.7,89.06,0.79
29,09/04/2023,73,763,6.6,5,33,31.7,89.06,0.73
29,09/05/2023,71,592,6.4,5,34,32,89.6,0.71
29,09/06/2023,71,428,6.5,5,35,32.1,89.78,0.71
29,09/07/2023,63,505,6.5,5,36,31.5,88.7,0.63
29,09/08/2023,72,581,6.3,5,37,29.8,85.64,0.72
29,09/09/2023,60,561,6,5,38,20.1,68.18,0.6
29,09/10/2023,55,556,6,6,39,31.1,87.98,0.55
29,09/11/2023,59,493,6.8,6,40,31.2,88.16,0.59
29,09/12/2023,66,489,6.7,6,41,31.2,88.16,0.66
29,9/13/2023,78,635,6,6,42,30.4,86.72,0.78
29,9/14/2023,75,754,6.7,6,43,29.1,84.38,0.75
29,9/15/2023,50,500,6.8,6,44,30.6,87.08,0.5
29,9/16/2023,60,605,6.4,6,45,31.5,88.7,0.6
30,08/03/2023,67,643,6.6,0,1,33.4,92.12,0.67
30,08/04/2023,75,687,6,0,2,33.5,92.3,0.75
30,08/05/2023,60,660,6.3,0,3,33.4,92.12,0.6
30,08/06/2023,68,727,6.7,1,4,33.4,92.12,0.68
30,08/07/2023,50,547,6.4,1,5,33.4,92.12,0.5
30,08/08/2023,57,620,6.2,1,6,32.3,90.14,0.57
30,08/09/2023,75,747,6.7,1,7,32.3,90.14,0.75
30,08/10/2023,76,587,6.4,1,8,22.7,72.86,0.76
30,08/11/2023,63,453,6.6,1,9,31.9,89.42,0.63
30,08/12/2023,60,449,6.4,1,10,30.2,86.36,0.6
30,8/13/2023,69,783,6.7,2,11,30.1,86.18,0.69
30,8/14/2023,72,567,6.6,2,12,30.1,86.18,0.72
30,8/15/2023,75,757,6.5,2,13,30.1,86.18,0.75
30,8/16/2023,57,495,6.3,2,14,29.8,85.64,0.57
30,8/17/2023,64,467,6.1,2,15,29.6,85.28,0.64
30,8/18/2023,76,451,6.8,2,16,30.9,87.62,0.76
30,8/19/2023,65,545,6.5,2,17,30.8,87.44,0.65
30,8/20/2023,61,781,6.8,3,18,30.9,87.62,0.61
30,8/21/2023,61,562,6.6,3,19,30.2,86.36,0.61
30,8/22/2023,61,442,6.7,3,20,30.5,86.9,0.61
30,8/23/2023,61,479,6.8,3,21,30.8,87.44,0.61
30,8/24/2023,78,795,6.7,3,22,31.3,88.34,0.78
30,8/25/2023,50,544,6.7,3,23,31.4,88.52,0.5
30,8/26/2023,58,593,6.4,3,24,31.4,88.52,0.58
30,8/27/2023,75,574,6.3,4,25,30.1,86.18,0.75
30,8/28/2023,63,462,6.2,4,26,29.4,84.92,0.63
30,8/29/2023,71,549,6.7,4,27,28.7,83.66,0.71
30,8/30/2023,53,692,6.3,4,28,29.1,84.38,0.53
30,8/31/2023,50,640,6.3,4,29,29.2,84.56,0.5
30,09/01/2023,74,749,6.2,4,30,31.7,89.06,0.74
30,09/02/2023,65,716,6,4,31,31.7,89.06,0.65
30,09/03/2023,77,777,6.5,5,32,31.7,89.06,0.77
30,09/04/2023,62,468,6.1,5,33,31.7,89.06,0.62
30,09/05/2023,60,470,6.1,5,34,32,89.6,0.6
30,09/06/2023,78,532,6.3,5,35,32.1,89.78,0.78
30,09/07/2023,74,457,6.3,5,36,31.5,88.7,0.74
30,09/08/2023,80,574,6.4,5,37,29.8,85.64,0.8
30,09/09/2023,65,545,6.3,5,38,20.1,68.18,0.65
30,09/10/2023,78,458,6.5,6,39,31.1,87.98,0.78
30,09/11/2023,64,692,6.1,6,40,31.2,88.16,0.64
30,09/12/2023,70,672,6.1,6,41,31.2,88.16,0.7
30,9/13/2023,52,545,6,6,42,30.4,86.72,0.52
30,9/14/2023,60,460,6.3,6,43,29.1,84.38,0.6
30,9/15/2023,78,738,6.2,6,44,30.6,87.08,0.78
30,9/16/2023,55,628,6.3,6,45,31.5,88.7,0.55
31,08/03/2023,77,477,6.3,0,1,33.4,92.12,0.77
31,08/04/2023,53,614,6.5,0,2,33.5,92.3,0.53
31,08/05/2023,70,555,6.1,0,3,33.4,92.12,0.7
31,08/06/2023,65,506,6.8,1,4,33.4,92.12,0.65
31,08/07/2023,69,513,6.2,1,5,33.4,92.12,0.69
31,08/08/2023,51,757,6.6,1,6,32.3,90.14,0.51
31,08/09/2023,72,641,6.6,1,7,32.3,90.14,0.72
31,08/10/2023,79,768,6.6,1,8,22.7,72.86,0.79
31,08/11/2023,51,704,6.3,1,9,31.9,89.42,0.51
31,08/12/2023,58,599,6.7,1,10,30.2,86.36,0.58
31,8/13/2023,73,485,6.1,2,11,30.1,86.18,0.73
31,8/14/2023,53,477,6.8,2,12,30.1,86.18,0.53
31,8/15/2023,57,554,6.1,2,13,30.1,86.18,0.57
31,8/16/2023,58,521,6.2,2,14,29.8,85.64,0.58
31,8/17/2023,79,552,6.7,2,15,29.6,85.28,0.79
31,8/18/2023,78,798,6.4,2,16,30.9,87.62,0.78
31,8/19/2023,57,566,6.2,2,17,30.8,87.44,0.57
31,8/20/2023,59,488,6.8,3,18,30.9,87.62,0.59
31,8/21/2023,72,516,6.7,3,19,30.2,86.36,0.72
31,8/22/2023,77,455,6.3,3,20,30.5,86.9,0.77
31,8/23/2023,74,508,6.5,3,21,30.8,87.44,0.74
31,8/24/2023,64,495,6.6,3,22,31.3,88.34,0.64
31,8/25/2023,80,461,6.3,3,23,31.4,88.52,0.8
31,8/26/2023,60,477,6.8,3,24,31.4,88.52,0.6
31,8/27/2023,50,688,6.8,4,25,30.1,86.18,0.5
31,8/28/2023,72,710,6.3,4,26,29.4,84.92,0.72
31,8/29/2023,76,749,6.3,4,27,28.7,83.66,0.76
31,8/30/2023,78,688,6.7,4,28,29.1,84.38,0.78
31,8/31/2023,51,505,6.2,4,29,29.2,84.56,0.51
31,09/01/2023,54,556,6.1,4,30,31.7,89.06,0.54
31,09/02/2023,80,419,6.6,4,31,31.7,89.06,0.8
31,09/03/2023,60,628,6.1,5,32,31.7,89.06,0.6
31,09/04/2023,58,576,6.5,5,33,31.7,89.06,0.58
31,09/05/2023,66,411,6.7,5,34,32,89.6,0.66
31,09/06/2023,64,422,6.4,5,35,32.1,89.78,0.64
31,09/07/2023,50,671,6.5,5,36,31.5,88.7,0.5
31,09/08/2023,68,577,6.1,5,37,29.8,85.64,0.68
31,09/09/2023,61,427,6.4,5,38,20.1,68.18,0.61
31,09/10/2023,59,526,6.4,6,39,31.1,87.98,0.59
31,09/11/2023,78,578,6.6,6,40,31.2,88.16,0.78
31,09/12/2023,67,621,6.7,6,41,31.2,88.16,0.67
31,9/13/2023,79,790,6.7,6,42,30.4,86.72,0.79
31,9/14/2023,56,460,6.3,6,43,29.1,84.38,0.56
31,9/15/2023,66,420,6.4,6,44,30.6,87.08,0.66
31,9/16/2023,69,670,6.1,6,45,31.5,88.7,0.69
32,08/03/2023,67,414,6.1,0,1,33.4,92.12,0.67
32,08/04/2023,53,715,6,0,2,33.5,92.3,0.53
32,08/05/2023,58,499,6.1,0,3,33.4,92.12,0.58
32,08/06/2023,72,779,6.2,1,4,33.4,92.12,0.72
32,08/07/2023,78,688,6.8,1,5,33.4,92.12,0.78
32,08/08/2023,66,494,6.4,1,6,32.3,90.14,0.66
32,08/09/2023,57,557,6.2,1,7,32.3,90.14,0.57
32,08/10/2023,69,553,6.3,1,8,22.7,72.86,0.69
32,08/11/2023,77,705,6.7,1,9,31.9,89.42,0.77
32,08/12/2023,76,701,6.2,1,10,30.2,86.36,0.76
32,8/13/2023,69,441,6.7,2,11,30.1,86.18,0.69
32,8/14/2023,80,486,6.5,2,12,30.1,86.18,0.8
32,8/15/2023,50,514,6.3,2,13,30.1,86.18,0.5
32,8/16/2023,68,571,6.1,2,14,29.8,85.64,0.68
32,8/17/2023,51,796,6.3,2,15,29.6,85.28,0.51
32,8/18/2023,71,714,6.5,2,16,30.9,87.62,0.71
32,8/19/2023,60,738,6.1,2,17,30.8,87.44,0.6
32,8/20/2023,65,447,6.4,3,18,30.9,87.62,0.65
32,8/21/2023,70,686,6.5,3,19,30.2,86.36,0.7
32,8/22/2023,78,641,6.4,3,20,30.5,86.9,0.78
32,8/23/2023,61,721,6,3,21,30.8,87.44,0.61
32,8/24/2023,58,573,6.6,3,22,31.3,88.34,0.58
32,8/25/2023,69,685,6.4,3,23,31.4,88.52,0.69
32,8/26/2023,70,588,6.3,3,24,31.4,88.52,0.7
32,8/27/2023,69,750,6.4,4,25,30.1,86.18,0.69
32,8/28/2023,54,655,6.3,4,26,29.4,84.92,0.54
32,8/29/2023,63,495,6.1,4,27,28.7,83.66,0.63
32,8/30/2023,53,796,6.8,4,28,29.1,84.38,0.53
32,8/31/2023,52,799,6.3,4,29,29.2,84.56,0.52
32,09/01/2023,72,586,6.7,4,30,31.7,89.06,0.72
32,09/02/2023,72,455,6.7,4,31,31.7,89.06,0.72
32,09/03/2023,68,558,6.7,5,32,31.7,89.06,0.68
32,09/04/2023,58,730,6,5,33,31.7,89.06,0.58
32,09/05/2023,62,495,6.2,5,34,32,89.6,0.62
32,09/06/2023,77,596,6.5,5,35,32.1,89.78,0.77
32,09/07/2023,67,586,6.2,5,36,31.5,88.7,0.67
32,09/08/2023,77,681,6.1,5,37,29.8,85.64,0.77
32,09/09/2023,51,522,6.2,5,38,20.1,68.18,0.51
32,09/10/2023,80,458,6.1,6,39,31.1,87.98,0.8
32,09/11/2023,51,717,6.5,6,40,31.2,88.16,0.51
32,09/12/2023,67,768,6.7,6,41,31.2,88.16,0.67
32,9/13/2023,78,465,6.6,6,42,30.4,86.72,0.78
32,9/14/2023,64,782,6.8,6,43,29.1,84.38,0.64
32,9/15/2023,73,517,6.8,6,44,30.6,87.08,0.73
32,9/16/2023,78,695,6.4,6,45,31.5,88.7,0.78
33,08/03/2023,65,575,6.8,0,1,33.4,92.12,0.65
33,08/04/2023,67,453,6.2,0,2,33.5,92.3,0.67
33,08/05/2023,51,424,6.5,0,3,33.4,92.12,0.51
33,08/06/2023,75,604,6.4,1,4,33.4,92.12,0.75
33,08/07/2023,74,464,6.5,1,5,33.4,92.12,0.74
33,08/08/2023,80,612,6.2,1,6,32.3,90.14,0.8
33,08/09/2023,75,447,6.7,1,7,32.3,90.14,0.75
33,08/10/2023,61,580,6.5,1,8,22.7,72.86,0.61
33,08/11/2023,66,603,6.8,1,9,31.9,89.42,0.66
33,08/12/2023,69,556,6.8,1,10,30.2,86.36,0.69
33,8/13/2023,70,424,6.8,2,11,30.1,86.18,0.7
33,8/14/2023,79,615,6.5,2,12,30.1,86.18,0.79
33,8/15/2023,59,557,6,2,13,30.1,86.18,0.59
33,8/16/2023,62,793,6.2,2,14,29.8,85.64,0.62
33,8/17/2023,60,456,6.7,2,15,29.6,85.28,0.6
33,8/18/2023,61,667,6.4,2,16,30.9,87.62,0.61
33,8/19/2023,77,719,6.2,2,17,30.8,87.44,0.77
33,8/20/2023,62,609,6.3,3,18,30.9,87.62,0.62
33,8/21/2023,75,676,6.2,3,19,30.2,86.36,0.75
33,8/22/2023,60,784,6.4,3,20,30.5,86.9,0.6
33,8/23/2023,74,647,6.6,3,21,30.8,87.44,0.74
33,8/24/2023,76,680,6,3,22,31.3,88.34,0.76
33,8/25/2023,52,612,6.7,3,23,31.4,88.52,0.52
33,8/26/2023,80,600,6.6,3,24,31.4,88.52,0.8
33,8/27/2023,66,665,6.2,4,25,30.1,86.18,0.66
33,8/28/2023,50,624,6,4,26,29.4,84.92,0.5
33,8/29/2023,78,423,6.2,4,27,28.7,83.66,0.78
33,8/30/2023,60,446,6.2,4,28,29.1,84.38,0.6
33,8/31/2023,72,512,6.5,4,29,29.2,84.56,0.72
33,09/01/2023,61,457,6.3,4,30,31.7,89.06,0.61
33,09/02/2023,52,456,6.6,4,31,31.7,89.06,0.52
33,09/03/2023,65,459,6,5,32,31.7,89.06,0.65
33,09/04/2023,77,497,6.7,5,33,31.7,89.06,0.77
33,09/05/2023,74,501,6.3,5,34,32,89.6,0.74
33,09/06/2023,67,741,6.3,5,35,32.1,89.78,0.67
33,09/07/2023,75,559,6.2,5,36,31.5,88.7,0.75
33,09/08/2023,71,744,6.3,5,37,29.8,85.64,0.71
33,09/09/2023,70,440,6.1,5,38,20.1,68.18,0.7
33,09/10/2023,74,436,6.6,6,39,31.1,87.98,0.74
33,09/11/2023,69,483,6.1,6,40,31.2,88.16,0.69
33,09/12/2023,63,664,6.8,6,41,31.2,88.16,0.63
33,9/13/2023,56,578,6.4,6,42,30.4,86.72,0.56
33,9/14/2023,78,642,6.7,6,43,29.1,84.38,0.78
33,9/15/2023,76,644,6.8,6,44,30.6,87.08,0.76
33,9/16/2023,77,466,6.3,6,45,31.5,88.7,0.77
34,08/03/2023,50,681,6.5,0,1,33.4,92.12,0.5
34,08/04/2023,80,682,6.6,0,2,33.5,92.3,0.8
34,08/05/2023,77,495,6.1,0,3,33.4,92.12,0.77
34,08/06/2023,71,418,6.1,1,4,33.4,92.12,0.71
34,08/07/2023,56,403,6.4,1,5,33.4,92.12,0.56
34,08/08/2023,63,434,6.3,1,6,32.3,90.14,0.63
34,08/09/2023,68,684,6.4,1,7,32.3,90.14,0.68
34,08/10/2023,58,589,6.4,1,8,22.7,72.86,0.58
34,08/11/2023,55,597,6.5,1,9,31.9,89.42,0.55
34,08/12/2023,78,435,6,1,10,30.2,86.36,0.78
34,8/13/2023,67,734,6.5,2,11,30.1,86.18,0.67
34,8/14/2023,62,664,6.3,2,12,30.1,86.18,0.62
34,8/15/2023,78,561,6.8,2,13,30.1,86.18,0.78
34,8/16/2023,55,794,6.3,2,14,29.8,85.64,0.55
34,8/17/2023,55,720,6.6,2,15,29.6,85.28,0.55
34,8/18/2023,64,514,6.8,2,16,30.9,87.62,0.64
34,8/19/2023,80,763,6.1,2,17,30.8,87.44,0.8
34,8/20/2023,55,719,6.2,3,18,30.9,87.62,0.55
34,8/21/2023,58,748,6.2,3,19,30.2,86.36,0.58
34,8/22/2023,56,725,6.7,3,20,30.5,86.9,0.56
34,8/23/2023,58,654,6.1,3,21,30.8,87.44,0.58
34,8/24/2023,51,551,6.6,3,22,31.3,88.34,0.51
34,8/25/2023,50,546,6.4,3,23,31.4,88.52,0.5
34,8/26/2023,53,717,6.6,3,24,31.4,88.52,0.53
34,8/27/2023,57,643,6.4,4,25,30.1,86.18,0.57
34,8/28/2023,63,782,6.3,4,26,29.4,84.92,0.63
34,8/29/2023,72,798,6.4,4,27,28.7,83.66,0.72
34,8/30/2023,74,544,6.6,4,28,29.1,84.38,0.74
34,8/31/2023,55,484,6.3,4,29,29.2,84.56,0.55
34,09/01/2023,75,689,6.7,4,30,31.7,89.06,0.75
34,09/02/2023,68,597,6.7,4,31,31.7,89.06,0.68
34,09/03/2023,64,764,6.3,5,32,31.7,89.06,0.64
34,09/04/2023,52,756,6.3,5,33,31.7,89.06,0.52
34,09/05/2023,63,758,6.1,5,34,32,89.6,0.63
34,09/06/2023,54,435,6.2,5,35,32.1,89.78,0.54
34,09/07/2023,51,537,6.1,5,36,31.5,88.7,0.51
34,09/08/2023,56,661,6.1,5,37,29.8,85.64,0.56
34,09/09/2023,60,560,6.4,5,38,20.1,68.18,0.6
34,09/10/2023,66,789,6.6,6,39,31.1,87.98,0.66
34,09/11/2023,66,623,6.1,6,40,31.2,88.16,0.66
34,09/12/2023,51,546,6.1,6,41,31.2,88.16,0.51
34,9/13/2023,69,535,6.3,6,42,30.4,86.72,0.69
34,9/14/2023,58,420,6.3,6,43,29.1,84.38,0.58
34,9/15/2023,78,481,6.2,6,44,30.6,87.08,0.78
34,9/16/2023,73,596,6.6,6,45,31.5,88.7,0.73
35,08/03/2023,66,592,6.4,0,1,33.4,92.12,0.66
35,08/04/2023,52,586,6.7,0,2,33.5,92.3,0.52
35,08/05/2023,68,613,6.1,0,3,33.4,92.12,0.68
35,08/06/2023,51,754,6.5,1,4,33.4,92.12,0.51
35,08/07/2023,64,546,6.6,1,5,33.4,92.12,0.64
35,08/08/2023,56,619,6.4,1,6,32.3,90.14,0.56
35,08/09/2023,79,747,6.7,1,7,32.3,90.14,0.79
35,08/10/2023,74,471,6.5,1,8,22.7,72.86,0.74
35,08/11/2023,68,561,6.3,1,9,31.9,89.42,0.68
35,08/12/2023,79,415,6,1,10,30.2,86.36,0.79
35,8/13/2023,72,752,6.4,2,11,30.1,86.18,0.72
35,8/14/2023,69,796,6.7,2,12,30.1,86.18,0.69
35,8/15/2023,56,495,6.5,2,13,30.1,86.18,0.56
35,8/16/2023,59,720,6.2,2,14,29.8,85.64,0.59
35,8/17/2023,55,754,6.4,2,15,29.6,85.28,0.55
35,8/18/2023,63,493,6.6,2,16,30.9,87.62,0.63
35,8/19/2023,63,565,6.3,2,17,30.8,87.44,0.63
35,8/20/2023,69,604,6.1,3,18,30.9,87.62,0.69
35,8/21/2023,60,781,6.2,3,19,30.2,86.36,0.6
35,8/22/2023,72,779,6.5,3,20,30.5,86.9,0.72
35,8/23/2023,66,725,6.1,3,21,30.8,87.44,0.66
35,8/24/2023,76,411,6.3,3,22,31.3,88.34,0.76
35,8/25/2023,76,400,6.3,3,23,31.4,88.52,0.76
35,8/26/2023,57,466,6.4,3,24,31.4,88.52,0.57
35,8/27/2023,73,800,6.3,4,25,30.1,86.18,0.73
35,8/28/2023,72,740,6.3,4,26,29.4,84.92,0.72
35,8/29/2023,77,554,6.5,4,27,28.7,83.66,0.77
35,8/30/2023,63,440,6.5,4,28,29.1,84.38,0.63
35,8/31/2023,61,748,6.4,4,29,29.2,84.56,0.61
35,09/01/2023,72,763,6.6,4,30,31.7,89.06,0.72
35,09/02/2023,65,473,6.8,4,31,31.7,89.06,0.65
35,09/03/2023,60,703,6.4,5,32,31.7,89.06,0.6
35,09/04/2023,60,495,6.5,5,33,31.7,89.06,0.6
35,09/05/2023,70,787,6.4,5,34,32,89.6,0.7
35,09/06/2023,63,696,6.7,5,35,32.1,89.78,0.63
35,09/07/2023,72,621,6.1,5,36,31.5,88.7,0.72
35,09/08/2023,75,544,6.7,5,37,29.8,85.64,0.75
35,09/09/2023,50,423,6.3,5,38,20.1,68.18,0.5
35,09/10/2023,79,642,6,6,39,31.1,87.98,0.79
35,09/11/2023,51,566,6,6,40,31.2,88.16,0.51
35,09/12/2023,75,419,6.1,6,41,31.2,88.16,0.75
35,9/13/2023,70,627,6.8,6,42,30.4,86.72,0.7
35,9/14/2023,53,757,6.1,6,43,29.1,84.38,0.53
35,9/15/2023,59,404,6.1,6,44,30.6,87.08,0.59
35,9/16/2023,78,469,6.2,6,45,31.5,88.7,0.78
36,08/03/2023,68,744,6.4,0,1,33.4,92.12,0.68
36,08/04/2023,79,799,6.6,0,2,33.5,92.3,0.79
36,08/05/2023,51,487,6.1,0,3,33.4,92.12,0.51
36,08/06/2023,65,665,6,1,4,33.4,92.12,0.65
36,08/07/2023,74,796,6.4,1,5,33.4,92.12,0.74
36,08/08/2023,63,467,6.8,1,6,32.3,90.14,0.63
36,08/09/2023,76,748,6.8,1,7,32.3,90.14,0.76
36,08/10/2023,59,795,6.2,1,8,22.7,72.86,0.59
36,08/11/2023,67,702,6.1,1,9,31.9,89.42,0.67
36,08/12/2023,72,643,6,1,10,30.2,86.36,0.72
36,8/13/2023,64,442,6.2,2,11,30.1,86.18,0.64
36,8/14/2023,65,639,6.6,2,12,30.1,86.18,0.65
36,8/15/2023,78,620,6.1,2,13,30.1,86.18,0.78
36,8/16/2023,55,508,6.7,2,14,29.8,85.64,0.55
36,8/17/2023,79,764,6.3,2,15,29.6,85.28,0.79
36,8/18/2023,57,569,6.2,2,16,30.9,87.62,0.57
36,8/19/2023,80,509,6.6,2,17,30.8,87.44,0.8
36,8/20/2023,50,409,6.2,3,18,30.9,87.62,0.5
36,8/21/2023,55,492,6.3,3,19,30.2,86.36,0.55
36,8/22/2023,65,634,6.1,3,20,30.5,86.9,0.65
36,8/23/2023,67,620,6.2,3,21,30.8,87.44,0.67
36,8/24/2023,67,570,6.5,3,22,31.3,88.34,0.67
36,8/25/2023,59,548,6.6,3,23,31.4,88.52,0.59
36,8/26/2023,77,602,6.8,3,24,31.4,88.52,0.77
36,8/27/2023,55,408,6.1,4,25,30.1,86.18,0.55
36,8/28/2023,52,552,6.2,4,26,29.4,84.92,0.52
36,8/29/2023,60,686,6.2,4,27,28.7,83.66,0.6
36,8/30/2023,68,424,6.7,4,28,29.1,84.38,0.68
36,8/31/2023,66,629,6.5,4,29,29.2,84.56,0.66
36,09/01/2023,51,705,6.5,4,30,31.7,89.06,0.51
36,09/02/2023,65,599,6.3,4,31,31.7,89.06,0.65
36,09/03/2023,57,522,6.6,5,32,31.7,89.06,0.57
36,09/04/2023,68,639,6,5,33,31.7,89.06,0.68
36,09/05/2023,63,558,6.6,5,34,32,89.6,0.63
36,09/06/2023,71,570,6.2,5,35,32.1,89.78,0.71
36,09/07/2023,72,680,6.4,5,36,31.5,88.7,0.72
36,09/08/2023,64,564,6.3,5,37,29.8,85.64,0.64
36,09/09/2023,75,693,6.7,5,38,20.1,68.18,0.75
36,09/10/2023,75,453,6.4,6,39,31.1,87.98,0.75
36,09/11/2023,65,722,6.1,6,40,31.2,88.16,0.65
36,09/12/2023,70,756,6.1,6,41,31.2,88.16,0.7
36,9/13/2023,74,733,6.7,6,42,30.4,86.72,0.74
36,9/14/2023,76,746,6.6,6,43,29.1,84.38,0.76
36,9/15/2023,58,550,6.8,6,44,30.6,87.08,0.58
36,9/16/2023,58,769,6.1,6,45,31.5,88.7,0.58
37,08/03/2023,72,571,6.6,0,1,33.4,92.12,0.72
37,08/04/2023,57,764,6.1,0,2,33.5,92.3,0.57
37,08/05/2023,67,655,6.5,0,3,33.4,92.12,0.67
37,08/06/2023,62,661,6.2,1,4,33.4,92.12,0.62
37,08/07/2023,79,410,6.4,1,5,33.4,92.12,0.79
37,08/08/2023,58,725,6.8,1,6,32.3,90.14,0.58
37,08/09/2023,74,408,6.1,1,7,32.3,90.14,0.74
37,08/10/2023,50,784,6.3,1,8,22.7,72.86,0.5
37,08/11/2023,62,489,6.5,1,9,31.9,89.42,0.62
37,08/12/2023,54,674,6.4,1,10,30.2,86.36,0.54
37,8/13/2023,80,543,6.5,2,11,30.1,86.18,0.8
37,8/14/2023,79,780,6.5,2,12,30.1,86.18,0.79
37,8/15/2023,56,721,6,2,13,30.1,86.18,0.56
37,8/16/2023,80,695,6.5,2,14,29.8,85.64,0.8
37,8/17/2023,77,488,6.3,2,15,29.6,85.28,0.77
37,8/18/2023,58,534,6.5,2,16,30.9,87.62,0.58
37,8/19/2023,73,764,6.6,2,17,30.8,87.44,0.73
37,8/20/2023,75,798,6.6,3,18,30.9,87.62,0.75
37,8/21/2023,71,472,6.5,3,19,30.2,86.36,0.71
37,8/22/2023,79,503,6.1,3,20,30.5,86.9,0.79
37,8/23/2023,77,557,6.2,3,21,30.8,87.44,0.77
37,8/24/2023,63,785,6.4,3,22,31.3,88.34,0.63
37,8/25/2023,54,406,6.8,3,23,31.4,88.52,0.54
37,8/26/2023,76,745,6.3,3,24,31.4,88.52,0.76
37,8/27/2023,71,743,6.6,4,25,30.1,86.18,0.71
37,8/28/2023,51,568,6.6,4,26,29.4,84.92,0.51
37,8/29/2023,56,539,6.1,4,27,28.7,83.66,0.56
37,8/30/2023,75,489,6.3,4,28,29.1,84.38,0.75
37,8/31/2023,56,777,6.4,4,29,29.2,84.56,0.56
37,09/01/2023,50,646,6.7,4,30,31.7,89.06,0.5
37,09/02/2023,60,575,6.4,4,31,31.7,89.06,0.6
37,09/03/2023,79,412,6.7,5,32,31.7,89.06,0.79
37,09/04/2023,68,416,6.4,5,33,31.7,89.06,0.68
37,09/05/2023,64,426,6.3,5,34,32,89.6,0.64
37,09/06/2023,76,536,6.8,5,35,32.1,89.78,0.76
37,09/07/2023,62,670,6.3,5,36,31.5,88.7,0.62
37,09/08/2023,76,435,6.3,5,37,29.8,85.64,0.76
37,09/09/2023,52,588,6.3,5,38,20.1,68.18,0.52
37,09/10/2023,60,773,6.2,6,39,31.1,87.98,0.6
37,09/11/2023,75,753,6.6,6,40,31.2,88.16,0.75
37,09/12/2023,51,622,6.6,6,41,31.2,88.16,0.51
37,9/13/2023,71,496,6,6,42,30.4,86.72,0.71
37,9/14/2023,50,476,6.5,6,43,29.1,84.38,0.5
37,9/15/2023,80,659,6.7,6,44,30.6,87.08,0.8
37,9/16/2023,69,426,6,6,45,31.5,88.7,0.69
38,08/03/2023,52,609,6.4,0,1,33.4,92.12,0.52
38,08/04/2023,56,507,6.2,0,2,33.5,92.3,0.56
38,08/05/2023,66,634,6.2,0,3,33.4,92.12,0.66
38,08/06/2023,77,557,6,1,4,33.4,92.12,0.77
38,08/07/2023,78,682,6.3,1,5,33.4,92.12,0.78
38,08/08/2023,67,745,6.1,1,6,32.3,90.14,0.67
38,08/09/2023,78,430,6.2,1,7,32.3,90.14,0.78
38,08/10/2023,77,455,6.7,1,8,22.7,72.86,0.77
38,08/11/2023,68,520,6.6,1,9,31.9,89.42,0.68
38,08/12/2023,60,728,6.8,1,10,30.2,86.36,0.6
38,8/13/2023,55,577,6.6,2,11,30.1,86.18,0.55
38,8/14/2023,69,782,6.6,2,12,30.1,86.18,0.69
38,8/15/2023,60,582,6,2,13,30.1,86.18,0.6
38,8/16/2023,64,459,6.1,2,14,29.8,85.64,0.64
38,8/17/2023,72,590,6.6,2,15,29.6,85.28,0.72
38,8/18/2023,68,592,6.7,2,16,30.9,87.62,0.68
38,8/19/2023,75,526,6.7,2,17,30.8,87.44,0.75
